Method,Init_Method,AL_Method,Episode,run1,run2,run3,run4,run5
Easy-to-Contrast_Margin,Easy-to-Contrast,Margin,30,74.0,72.0,73.0,64.0,66.0
Easy-to-Contrast_Margin,Easy-to-Contrast,Margin,40,75.0,76.0,74.0,71.0,66.0
Easy-to-Contrast_Margin,Easy-to-Contrast,Margin,50,87.0,78.0,77.0,80.0,85.0
Easy-to-Contrast_Margin,Easy-to-Contrast,Margin,60,81.0,84.0,79.0,82.0,85.0
Easy-to-Contrast_Margin,Easy-to-Contrast,Margin,70,85.0,83.0,82.0,80.0,86.0
Easy-to-Contrast_Margin,Easy-to-Contrast,Margin,80,88.0,89.0,83.0,86.0,87.0
Easy-to-Contrast_Margin,Easy-to-Contrast,Margin,90,88.0,88.0,83.0,85.0,86.0
Easy-to-Contrast_Margin,Easy-to-Contrast,Margin,100,87.0,89.0,87.0,82.0,84.0
Easy-to-Contrast_Margin,Easy-to-Contrast,Margin,110,89.0,88.0,88.0,81.0,86.0
Easy-to-Contrast_Margin,Easy-to-Contrast,Margin,120,88.0,87.0,87.0,86.0,85.0
Easy-to-Learn_Margin,Easy-to-Learn,Margin,20,41.0,41.0,41.0,41.0,41.0
Easy-to-Learn_Margin,Easy-to-Learn,Margin,30,40.0,40.0,40.0,40.0,40.0
Easy-to-Learn_Margin,Easy-to-Learn,Margin,40,41.0,41.0,41.0,41.0,41.0
Easy-to-Learn_Margin,Easy-to-Learn,Margin,50,41.0,41.0,41.0,41.0,41.0
Easy-to-Learn_Margin,Easy-to-Learn,Margin,60,41.0,41.0,41.0,51.0,41.0
Easy-to-Learn_Margin,Easy-to-Learn,Margin,70,56.00000000000001,64.0,63.0,54.0,54.0
Easy-to-Learn_Margin,Easy-to-Learn,Margin,80,50.0,54.0,65.0,61.0,44.0
Easy-to-Learn_Margin,Easy-to-Learn,Margin,90,56.00000000000001,70.0,67.0,69.0,54.0
Easy-to-Learn_Margin,Easy-to-Learn,Margin,100,66.0,75.0,72.0,64.0,57.99999999999999
Easy-to-Learn_Margin,Easy-to-Learn,Margin,110,71.0,81.0,74.0,67.0,66.0
Easy-to-Learn_Margin,Easy-to-Learn,Margin,120,80.0,82.0,75.0,71.0,65.0
Consistency_Margin,Consistency,Margin,20,66.0,66.0,66.0,66.0,66.0
Consistency_Margin,Consistency,Margin,30,75.0,78.0,68.0,67.0,79.0
Consistency_Margin,Consistency,Margin,40,77.0,78.0,77.0,78.0,78.0
Consistency_Margin,Consistency,Margin,50,74.0,81.0,80.0,80.0,79.0
Consistency_Margin,Consistency,Margin,60,83.0,82.0,82.0,83.0,83.0
Consistency_Margin,Consistency,Margin,70,80.0,84.0,86.0,86.0,81.0
Consistency_Margin,Consistency,Margin,80,88.0,86.0,84.0,86.0,78.0
Consistency_Margin,Consistency,Margin,90,88.0,83.0,84.0,79.0,79.0
Consistency_Margin,Consistency,Margin,100,86.0,86.0,83.0,83.0,73.0
Consistency_Margin,Consistency,Margin,110,87.0,85.0,83.0,83.0,77.0
Consistency_Margin,Consistency,Margin,120,89.0,86.0,81.0,79.0,73.0
Entropy_Margin,Entropy,Margin,20,51.0,51.0,51.0,51.0,51.0
Entropy_Margin,Entropy,Margin,30,57.99999999999999,55.00000000000001,56.99999999999999,42.0,61.0
Entropy_Margin,Entropy,Margin,40,56.00000000000001,56.99999999999999,70.0,53.0,60.0
Entropy_Margin,Entropy,Margin,50,72.0,74.0,53.0,56.00000000000001,57.99999999999999
Entropy_Margin,Entropy,Margin,60,72.0,80.0,62.0,63.0,69.0
Entropy_Margin,Entropy,Margin,70,86.0,76.0,64.0,62.0,70.0
Entropy_Margin,Entropy,Margin,80,84.0,80.0,66.0,65.0,68.0
Entropy_Margin,Entropy,Margin,90,82.0,81.0,68.0,76.0,78.0
Entropy_Margin,Entropy,Margin,100,78.0,82.0,81.0,78.0,83.0
Entropy_Margin,Entropy,Margin,110,76.0,82.0,82.0,79.0,83.0
Entropy_Margin,Entropy,Margin,120,74.0,85.0,76.0,80.0,86.0
Margin_Margin,Margin,Margin,20,67.0,67.0,67.0,67.0,67.0
Margin_Margin,Margin,Margin,30,77.0,67.0,76.0,73.0,83.0
Margin_Margin,Margin,Margin,40,75.0,70.0,75.0,78.0,81.0
Margin_Margin,Margin,Margin,50,87.0,77.0,76.0,87.0,82.0
Margin_Margin,Margin,Margin,60,86.0,82.0,85.0,86.0,84.0
Margin_Margin,Margin,Margin,70,87.0,84.0,83.0,86.0,83.0
Margin_Margin,Margin,Margin,80,85.0,79.0,85.0,88.0,83.0
Margin_Margin,Margin,Margin,90,83.0,83.0,85.0,87.0,84.0
Margin_Margin,Margin,Margin,100,81.0,83.0,89.0,88.0,85.0
Margin_Margin,Margin,Margin,110,86.0,81.0,86.0,85.0,86.0
Margin_Margin,Margin,Margin,120,85.0,83.0,86.0,83.0,85.0
BALD_Margin,BALD,Margin,20,43.0,43.0,43.0,43.0,43.0
BALD_Margin,BALD,Margin,30,52.0,53.0,56.00000000000001,52.0,55.00000000000001
BALD_Margin,BALD,Margin,40,64.0,56.00000000000001,56.00000000000001,60.0,57.99999999999999
BALD_Margin,BALD,Margin,50,65.0,61.0,54.0,70.0,65.0
BALD_Margin,BALD,Margin,60,78.0,64.0,64.0,72.0,72.0
BALD_Margin,BALD,Margin,70,82.0,68.0,71.0,73.0,70.0
BALD_Margin,BALD,Margin,80,85.0,65.0,74.0,79.0,66.0
BALD_Margin,BALD,Margin,90,76.0,75.0,82.0,86.0,71.0
BALD_Margin,BALD,Margin,100,84.0,74.0,78.0,85.0,76.0
BALD_Margin,BALD,Margin,110,84.0,77.0,82.0,83.0,85.0
BALD_Margin,BALD,Margin,120,77.0,80.0,83.0,80.0,82.0
VAAL_Margin,VAAL,Margin,20,49.0,49.0,49.0,49.0,49.0
VAAL_Margin,VAAL,Margin,30,63.0,64.0,52.0,57.99999999999999,50.0
VAAL_Margin,VAAL,Margin,40,73.0,61.0,68.0,68.0,72.0
VAAL_Margin,VAAL,Margin,50,78.0,56.99999999999999,68.0,72.0,76.0
VAAL_Margin,VAAL,Margin,60,78.0,78.0,71.0,78.0,79.0
VAAL_Margin,VAAL,Margin,70,79.0,78.0,79.0,83.0,78.0
VAAL_Margin,VAAL,Margin,80,80.0,77.0,71.0,82.0,79.0
VAAL_Margin,VAAL,Margin,90,82.0,81.0,72.0,83.0,81.0
VAAL_Margin,VAAL,Margin,100,82.0,84.0,76.0,83.0,78.0
VAAL_Margin,VAAL,Margin,110,84.0,85.0,76.0,86.0,86.0
VAAL_Margin,VAAL,Margin,120,84.0,88.0,80.0,86.0,81.0
Coreset_Margin,Coreset,Margin,20,66.0,66.0,66.0,66.0,66.0
Coreset_Margin,Coreset,Margin,30,78.0,74.0,75.0,73.0,73.0
Coreset_Margin,Coreset,Margin,40,76.0,81.0,78.0,77.0,81.0
Coreset_Margin,Coreset,Margin,50,80.0,76.0,79.0,80.0,80.0
Coreset_Margin,Coreset,Margin,60,84.0,83.0,82.0,84.0,83.0
Coreset_Margin,Coreset,Margin,70,83.0,80.0,82.0,89.0,83.0
Coreset_Margin,Coreset,Margin,80,83.0,81.0,83.0,88.0,82.0
Coreset_Margin,Coreset,Margin,90,84.0,83.0,85.0,88.0,84.0
Coreset_Margin,Coreset,Margin,100,83.0,83.0,85.0,85.0,87.0
Coreset_Margin,Coreset,Margin,110,88.0,83.0,84.0,88.0,83.0
Coreset_Margin,Coreset,Margin,120,88.0,83.0,85.0,88.0,85.0
Hard-to-Contrast_BALD,Hard-to-Contrast,BALD,20,80.0,80.0,80.0,80.0,80.0
Hard-to-Contrast_BALD,Hard-to-Contrast,BALD,30,81.0,83.0,84.0,79.0,83.0
Hard-to-Contrast_BALD,Hard-to-Contrast,BALD,40,85.0,84.0,80.0,82.0,81.0
Hard-to-Contrast_BALD,Hard-to-Contrast,BALD,50,82.0,83.0,83.0,84.0,83.0
Hard-to-Contrast_BALD,Hard-to-Contrast,BALD,60,85.0,84.0,88.0,82.0,83.0
Hard-to-Contrast_BALD,Hard-to-Contrast,BALD,70,85.0,83.0,85.0,79.0,81.0
Hard-to-Contrast_BALD,Hard-to-Contrast,BALD,80,87.0,83.0,80.0,83.0,83.0
Hard-to-Contrast_BALD,Hard-to-Contrast,BALD,90,85.0,80.0,82.0,84.0,87.0
Hard-to-Contrast_BALD,Hard-to-Contrast,BALD,100,84.0,81.0,84.0,87.0,85.0
Hard-to-Contrast_BALD,Hard-to-Contrast,BALD,110,88.0,79.0,83.0,88.0,86.0
Hard-to-Contrast_BALD,Hard-to-Contrast,BALD,120,85.0,79.0,86.0,86.0,85.0
Easy-to-Contrast_BALD,Easy-to-Contrast,BALD,20,66.0,66.0,66.0,66.0,66.0
Easy-to-Contrast_BALD,Easy-to-Contrast,BALD,30,67.0,72.0,61.0,75.0,57.99999999999999
Easy-to-Contrast_BALD,Easy-to-Contrast,BALD,40,64.0,67.0,67.0,67.0,63.0
Easy-to-Contrast_BALD,Easy-to-Contrast,BALD,50,65.0,60.0,67.0,77.0,61.0
